x,y,z,cluster
1.4289203376781057,0.13221128256590015,0.6887618498805943,3
-5.072178989960681,-7.157414959615563,-1.0371846430601144,2
0.06134009384048392,0.3702384640232581,-1.3864719173406486,3
-1.6435220348757305,-0.6095231188287435,-0.1426238507835285,1
1.4137249920038957,0.12578683795642162,-0.11853858811942887,3
-3.3345314271543987,0.2567130334145668,1.3703090159281,1
0.6694410184074955,0.3245186882049666,0.5911736463147272,3
-0.5590971711814781,0.7748354421789756,0.33981340090790824,3
-3.116029699222686,0.31260959914579856,0.37247913278280775,1
-0.24397203949438862,-0.7149078948048339,1.1263545424573054,3
1.727065110058466,0.31088951176215396,-0.1320981079104265,3
-4.8680886096945875,3.6062677522330766,-1.7879237315253702,1
0.41780837034825646,0.878460502192468,-0.6830723728717305,3
0.0036784482672385377,0.14618274167300477,0.44583355378289347,3
0.9863932006550791,-1.2945884236910037,-0.335283904245125,0
-0.3064774328986734,0.990165691890254,-0.7109166867354976,3
0.09155459840772617,0.5721374137981519,0.48475355612837934,3
-1.9091125949452226,-1.0078042768927835,1.1201115428686617,1
-0.5842562981581645,-1.6527873813664087,-0.8503872773219828,0
0.8054468745560155,0.35353298251661325,0.3938898553538607,3
1.027852754909355,1.0422237482563221,-0.3813035074061953,3
1.2215782073240573,0.8759746813212408,0.48747681073263616,3
1.5115924087046602,-2.0405691510253896,-0.019690774748763545,0
1.9849939118877913,-1.2089390973382157,0.1901224510308194,0
-1.830712702955948,1.2332092985078282,-1.8486589943275178,1
-0.18655650582651678,0.31962119428709146,-1.054687605852663,3
-0.48355341072001506,1.346224959907715,-0.3694533322412258,3
-1.098886412139368,0.10003121001419704,-1.379665548038383,1
-0.11490954369745587,0.3760380034111432,0.6406409561542528,3
0.2456076594596975,0.5289519730965144,-1.321659243605621,3
-0.2565987096481735,0.47462528369277696,0.24341146057247406,3
-1.6426525600984605,0.3284603766379982,0.17792431751819496,1
0.0017333951200211861,0.4111889580355028,-0.09917785703829608,3
2.7842892183063404,-0.3785548479172113,1.477667823267532,3
2.4168934268372295,-3.1634678649592214,0.03835258267910749,0
0.6664188583525055,0.9582897397840856,-1.607452659240973,3
0.8450691104581431,0.6371667043061182,-0.4132272506666784,3
0.953632636036696,-1.5030114277341755,1.0468256306678068,0
0.5479051985750679,1.4864164807026383,-1.220014037651377,3
0.45734133289874956,0.17714662115717947,0.30712488731192256,3
1.273373084970197,-0.1407721812870028,0.8324525487040578,3
0.9319541466905528,0.041873339992981234,-0.30356402592337156,3
1.608130474392851,-1.0900931872589608,-1.4850277770197897,0
1.0928329675023016,-0.26633743994048,1.176139428040732,3
0.002130989099083519,0.43851459958887207,-0.2613603869705625,3
0.9640413756840203,0.502090791011331,0.16309106334510073,3
-0.3261954326429502,0.8923660905625395,-0.5074476548797401,3
-1.2794571856756776,-1.120296327668754,1.1957965809729174,1
-2.911812281278447,1.5829554844385005,-0.8597350253325106,1
0.4884726729917839,-1.713275190961621,-0.6625119266900931,0
1.2514343902537421,-0.44290634197436896,1.192306221751835,3
-1.3426653536898667,0.7508498125858543,0.8810893170673444,1
-0.8522109699173139,1.6751160749505387,-0.32202820054762865,1
1.236810196772175,-0.8908416467654731,-0.008250555010625327,3
0.47151110201966717,-0.8117727863756926,-0.7592676581886214,3
0.3508818923704501,-0.7525693005175907,-0.5240600384741396,0
0.9847048180441169,0.9891959770604233,-0.7121253789570476,3
0.7212936680789315,0.8845226930463388,-0.894669085565969,3
0.4910313199859585,-0.44909493202150963,0.17224634052845902,3
1.0312361403128911,0.2025136135381989,-0.8776964072191296,3
1.6004546495324505,-2.158990718964286,-0.0879171083748413,0
3.8865007843195616,-0.46699347425657833,1.500997761022088,0
2.307464100662528,-1.1426430088220498,-0.7409441693248622,0
-0.5424989895316712,-0.01855710225172491,1.412429832378047,1
-2.6522131845564894,1.1961597694214468,1.2620050390820865,1
-0.7681485371321963,-0.40998191188509614,-0.22602309466374387,3
0.38420175025592945,0.9156028913380261,-2.0953958967429163,3
-9.375967000009712,-3.2659579403029193,0.6592240044721547,2
-0.4911273159243114,-0.13080618800493915,1.7828321859548208,3
3.6673871124579898,-1.9847331443783003,-0.2721577516405246,0
-1.1287906352062584,0.5408517266945778,1.995651561531979,1
4.346033709931858,-0.5938613696959599,0.4657601475153109,0
-0.0457153424448733,-0.3320359694945869,1.035873815975104,3
1.6027307610375279,-1.292608610074149,0.5067098439472288,0
-0.9568696326547399,0.6905998126232451,0.461524933968115,1
-1.1814975631144846,-0.33154740010171413,0.5883528399019831,1
-2.2347459972565464,1.067008340737737,2.235819547234367,1
0.8390509163623634,0.2057161279199191,0.30517026127849955,3
-0.012057868841257285,0.8015363636488445,-0.3139157836796982,3
1.0960759485778573,0.5461292163617064,-0.8765214904657457,3
-0.4768557843608549,0.03389706196871606,-1.4226582954596778,3
-1.044166922354604,0.6743841546376397,-0.8535606511750836,1
-0.5952293582954558,0.8097935625986584,-2.2026751132341613,3
-0.17207960136166317,-1.015433613581747,0.4520494931845265,3
-0.5418451840157674,0.6899981928166182,0.17074936995687803,3
-3.4225157144381635,2.1995348502241954,1.7339969146616974,1
0.3539966011565949,-1.5466735038659931,0.42089800270335753,0
-0.08634167112202606,0.03726808470921211,-0.0702192819047509,3
1.4879579281974191,-2.6467431883255834,0.22097571053375867,0
2.1022913250442503,0.47747829637594236,0.014334263174435036,3
-0.487915513110672,0.8243708123825346,-0.3200418182588821,3
1.221798947260276,-0.7402864000180027,-0.4439865101691889,0
0.5636327618923684,0.1457629419458148,-0.013109112038353632,3
0.8210470492363415,0.3436479115501283,0.045032405476830434,3
2.0793651425180757,0.38801573064176975,-0.09893841609736764,3
-1.0743694572935283,1.8037743851345622,-1.1614729591220532,1
-0.4062097155847471,0.3256717085313706,1.2249160901442797,3
-0.6805251762349822,0.9215668186176195,0.7160718572655992,1
0.4719124371551587,-0.049465283382230996,-0.8649415356378675,3
0.5990111747587725,-0.20483253611375546,1.2589773946128258,3
1.1050733113320241,0.0022845327069310195,0.8513132070156384,3
0.6018158292246969,0.44231585917305904,1.932296924675511,3
-3.136164375798683,1.4268326317576099,2.262764150394777,1
1.6290780155985114,0.22993887087107148,0.3697672364191297,3
-1.8027381187490408,0.026084512825023165,-1.2184278636699066,1
0.9041435630825847,0.5397523889769251,-1.4728553846650998,3
0.5909938889713513,0.7448359235666652,-0.4736901209767904,3
0.05534569643283377,0.15194103215034058,-0.6156419019458462,3
0.8859665722761323,0.45189629306750734,-1.23969720387507,3
-0.1676981730216769,-0.14415272873669693,1.6032352684773061,3
-0.45748312283257525,0.9942061436534769,-0.3262627583244876,3
1.5065542249772637,0.6405799573988253,1.2289579640898072,3
-1.6689854773390493,1.7447618913151883,-3.704179326419206,1
-0.38218929674649044,0.7717756930434047,0.12900957536686494,3
2.0361228103640268,0.2765587081991485,0.9596246954792593,3
-1.8503015123579452,1.0304147229477554,0.8865857870988383,1
1.0215033189950975,-0.15747772534783072,0.4778201112791265,3
1.7235001637520924,0.4410724272578056,0.29853471010834753,3
0.7571969052619714,0.4136180889571641,1.1050977080270405,3
0.06766474513566748,0.5975898817743288,-0.20579699013134461,3
-2.264201861710185,-0.7721438594851907,-1.055802076556097,1
-1.2368178738213416,1.0856770630021477,0.4346091620915893,1
1.0125720318724896,0.7158957646853592,-0.8540964739303423,3
1.719911952722484,0.8245395027521426,0.31303761490640847,3
0.910815165614312,-0.2128298359194804,0.2381352161547364,3
-1.7339531803054125,0.9552048550146063,0.19232940883594132,1
0.9022971642043975,0.6285810459601165,-0.9580577881128809,3
